experience_id,index,amount,method,substance
86868,0,,oral,Alcohol - Beer/Wine
86868,1,,smoked,Cannabis
86868,2,,smoked,DMT
78454,0,40 mg,smoked,DMT
78454,1,,smoked,Cannabis
78454,2,,insufflated,Anadenanthera peregrina
107417,0,1 bowl,smoked,DMT
73701,0,,smoked,DMT
66707,0,35 mg,smoked,DMT
66707,1,450 ug,sublingual,LSD
45889,0,,smoked,DMT
106661,0,70 mg,smoked,DMT
91678,0,,smoked,Cannabis
91678,1,3 - 4 glasses,oral,Alcohol - Beer/Wine
91678,2,100 mg,smoked,DMT
88797,0,25 - 40 mg,insufflated,DMT
88797,1,,smoked,Cannabis
68819,0,repeated,,DMT
113906,0,75 mg,smoked,DMT
113771,0,25 mg,smoked,DMT
102211,0,4 hits,vaporized,DMT
106309,0,repeated,smoked,DMT
83217,0,3 hits,oral,LSD
83217,1,repeated,smoked,Cannabis
83217,2,,smoked,Tobacco - Cigarettes
83217,3,,insufflated,MDMA
83217,4,,smoked,DMT
98533,0,,smoked,Cannabis
98533,1,50 mg,smoked,DMT
95714,0,,smoked,DMT
86731,0,2 hits,,LSD
86731,1,2 hits,,MDMA
86731,2,,smoked,DMT
86731,3,,smoked,DMT
112487,0,repeated,smoked,DMT
112487,1,,oral,Mushrooms
112487,2,,smoked,DMT
65656,0,10 hits,smoked,DMT
95932,0,,smoked,DMT
87124,0,,smoked,Cannabis
87124,1,50 mg,smoked,DMT
87672,0,1 hit,smoked,Cannabis
87672,1,1 hit,smoked,DMT
97457,0,4 hits,smoked,DMT
56062,0,1 hit,smoked,DMT
72788,0,6 hits,smoked,DMT
72788,1,1 cig.,smoked,Tobacco - Cigarettes
102886,0,6 hits,smoked,DMT
47164,0,,smoked,Cannabis
47164,1,,oral,Alcohol - Hard
47164,2,,insufflated,DMT
95010,0,repeated,smoked,DMT
95010,1,repeated,smoked,Cannabis
95010,2,3 shots,oral,Alcohol - Hard
56244,0,25 mg,,DMT
101850,0,repeated,smoked,DMT
97538,0,30 mg,smoked,DMT
88758,0,3 hits,smoked,DMT
82841,0,50 mg,smoked,DMT
61908,0,,oral,DMT
54439,0,1 hit,vaporized,DMT
109249,0,,vaporized,DMT
109249,1,,insufflated,DMT
69358,0,1 hit,smoked,Cannabis
69358,1,1 hit,smoked,Wormwood
69358,2,1 hit,smoked,DMT
80766,0,,smoked,DMT
80766,1,,smoked,Cannabis
86495,0,,smoked,Cannabis
86495,1,30 mg,smoked,DMT
81808,0,,,DMT
81808,1,,,Cannabis
86994,0,.5 tablets,oral,LSD
86994,1,.5 tablets,oral,LSD
86994,2,1 drop,,LSD
86994,3,1 hit,smoked,DMT
56929,0,30 mg,smoked,DMT
92014,0,,,DMT
81081,0,,smoked,DMT
93717,0,,,DMT
90251,0,,smoked,DMT
90251,1,,smoked,Cannabis
83408,0,3 bumps,smoked,DMT
84633,0,50 mg,smoked,DMT
84633,1,,smoked,Cannabis
78233,0,,smoked,DMT
60889,0,,smoked,DMT
47098,0,50 mg,insufflated,DMT
95015,0,,smoked,DMT
66774,0,10 mg,smoked,DMT
66774,1,10 mg,insufflated,DMT
108955,0,3 - 5 hits,smoked,DMT
31802,0,2 hits,smoked,DMT
51155,0,,smoked,DMT
48312,0,1 repeated,smoked,DMT
34118,0,1 hit,smoked,DMT
14948,0,,smoked,DMT
1850,0,,smoked,DMT
45012,0,1 hit,smoked,Salvia divinorum
91782,0,1 hit,smoked,Salvia divinorum
72247,0,One hits,inhaled,Salvia divinorum
83979,0,repeated,sublingual,Salvia divinorum
102590,0,3 hits,smoked,Salvia divinorum
76219,0,100 mg,smoked,Salvia divinorum
89305,0,,oral,Mushrooms
89305,1,2 hits,smoked,Salvia divinorum
89305,2,2 hits,smoked,Salvia divinorum
89305,3,,smoked,Cannabis
74891,0,5 glasses,oral,Alcohol - Beer/Wine
74891,1,1 bowl,smoked,Salvia divinorum
74891,2,1 glass,oral,Alcohol - Beer/Wine
74891,3,2 caps,oral,Mushrooms
74891,4,1 bowl,smoked,Salvia divinorum
57140,0,165 mg,smoked,Salvia divinorum
21222,0,2 hits,smoked,Salvia divinorum
42505,0,60 mg,smoked,Salvia divinorum
50324,0,1 hit,smoked,Salvia divinorum
32623,0,0.25 tsp,smoked,Salvia divinorum
19206,0,repeated,oral,Alcohol - Beer/Wine
19206,1,1 hit,smoked,Salvia divinorum
16151,0,150 mg,smoked,Salvia divinorum
33014,0,,oral,Mushrooms
5365,0,2 hits,smoked,Salvia divinorum
345,0,3 hits,smoked,Salvia divinorum
345,1,4 hits,smoked,Salvia divinorum
2138,0,2 leaves,smoked,Salvia divinorum
97683,0,2 hits,smoked,Salvia divinorum
12394,0,3 bowls,smoked,Salvia divinorum
116803,0,1 tsp,oral,Kratom
116803,1,50 mg,oral,Hydroxyzine
116803,2,11 g,buccal,Salvia divinorum
107250,0,1 hit,smoked,Salvia divinorum
107250,1,1 hit,smoked,Salvia divinorum
81574,0,1 hit,smoked,Salvia divinorum
81020,0,0.5 mg,sublingual,Clonazolam
81020,1,3 hits,smoked,Salvia divinorum
116017,0,200 mg,smoked,Salvia divinorum
78263,0,2 hits,smoked,Salvia divinorum
115813,0,6 g,buccal,Salvia divinorum
115678,0,2.5 g,buccal,Salvia divinorum
12760,0,2 hits,smoked,Salvia divinorum
12342,0,Pinch,smoked,Salvia divinorum
12342,1,2 hits,smoked,Cannabis
114764,0,2 hits,smoked,Salvia divinorum
114764,1,,smoked,Cannabis
104398,0,1 hit,smoked,Salvia divinorum
114413,0,51.2 g,buccal,Salvia divinorum
73035,0,,smoked,Cannabis
73035,1,,oral,Alcohol - Beer/Wine
73035,2,1 hit,smoked,Salvia divinorum
84314,0,5 g,buccal,Salvia divinorum
84314,1,,buccal,Salvia divinorum
84314,2,1 bowl,smoked,Salvia divinorum
84314,3,,smoked,Salvia divinorum
88179,0,repeated,smoked,Salvia divinorum
112812,0,2 hits,smoked,Salvia divinorum
111977,0,1 cig.,smoked,Cannabis
111977,1,1 bowl,smoked,Salvia divinorum
85417,0,0.5 mg,smoked,Salvia divinorum
110710,0,12.5 mg,smoked,Salvia divinorum
110710,1,25 mg,smoked,Salvia divinorum
110710,2,30 mg,smoked,Salvia divinorum
110710,3,70 mg,smoked,Salvia divinorum
110710,4,100 mg,smoked,Salvia divinorum
73474,0,1 bowl,smoked,Salvia divinorum
110188,0,2 hits,smoked,Salvia divinorum
85530,0,,smoked,Salvia divinorum
69826,0,100 mg,smoked,Salvia divinorum
70149,0,repeated,smoked,Salvia divinorum
70688,0,2 hits,smoked,Salvia divinorum
92237,0,,smoked,Salvia divinorum
92665,0,1 hit,smoked,Salvia divinorum
69496,0,,inhaled,Pharms - Albuterol
69496,1,70 mg,smoked,Salvia divinorum
83343,0,,smoked,Salvia divinorum
73347,0,2 hits,smoked,Salvia divinorum
68855,0,repeated,smoked,Salvia divinorum
68855,1,repeated,smoked,Cannabis
83095,0,0.25 g,smoked,Salvia divinorum
91103,0,1 hit,smoked,Salvia divinorum
65520,0,1 bowl,smoked,Salvia divinorum
88119,0,1 bowl,smoked,Salvia divinorum
76137,0,1 hit,smoked,Salvia divinorum
67951,0,1 bowl,smoked,Salvia divinorum
67951,1,1 bowl,smoked,Salvia divinorum
68803,0,repeated,smoked,Salvia divinorum
68803,1,,smoked,Cannabis
78907,0,15 leaves,sublingual,Salvia divinorum
72338,0,5 glasses,oral,Alcohol - Beer/Wine
72338,1,335 mg,smoked,Salvia divinorum
79943,0,1 bowl,smoked,Salvia divinorum
75874,0,2 g,smoked,Salvia divinorum
66897,0,,smoked,Salvia divinorum
66897,1,,smoked,Cannabis
68436,0,125 mg,smoked,Salvia divinorum
88082,0,1 bowl,smoked,Salvia divinorum
82591,0,0.2 g,smoked,Salvia divinorum
82591,1,0.2 g,smoked,Salvia divinorum
82591,2,0.2 g,smoked,Salvia divinorum
82591,3,0.2 g,smoked,Salvia divinorum
82591,4,0.2 g,smoked,Salvia divinorum
82591,5,0.2 g,smoked,Salvia divinorum
82591,6,0.2 g,smoked,Salvia divinorum
82591,7,0.2 g,smoked,Salvia divinorum
82591,8,0.2 g,smoked,Salvia divinorum
85209,0,10 mg,oral,Pharms - Diazepam
85209,1,,oral,Kratom
85209,2,80 mg,smoked,Salvia divinorum
85209,3,150 mg,smoked,Salvia divinorum
66994,0,100 mg,smoked,Salvia divinorum
67495,0,,smoked,Salvia divinorum
85036,0,0.5 g,smoked,Salvia divinorum
63716,0,1 bowl,smoked,Salvia divinorum
62779,0,1 hit,smoked,Salvia divinorum
61551,0,repeated,sublingual,Salvia divinorum
61551,1,,smoked,Salvia divinorum
61551,2,,smoked,Salvia divinorum
69995,0,165 mg,smoked,Salvia divinorum
56531,0,1 hit,smoked,Salvia divinorum
56670,0,3 hits,smoked,Salvia divinorum
77006,0,,smoked,Salvia divinorum
66967,0,repeated,sublingual,Salvia divinorum
66967,1,repeated,smoked,Salvia divinorum
66967,2,4.0 g,oral,Mushrooms - P. cubensis
54513,0,1 hit,smoked,Salvia divinorum
54513,1,1 hit,smoked,Salvia divinorum
71099,0,3 bowls,smoked,Salvia divinorum
71099,1,8.0 g,oral,Mimosa tenuiflora
71099,2,3.0 g,oral,Syrian Rue
71687,0,1 bowl,smoked,Salvia divinorum
71687,1,400 mg,oral,Pharms - Bupropion
61537,0,4 hits,smoked,Salvia divinorum
61949,0,1 bowl,smoked,Salvia divinorum
16937,0,240 mg,oral,DXM
16937,1,60 mg,oral,DXM
16937,2,1 bowl,smoked,Salvia divinorum
58198,0,1 bowl,smoked,Salvia divinorum
56099,0,400 mg,smoked,Salvia divinorum
53552,0,3 hits,smoked,Cannabis
53552,1,1 hit,smoked,Salvia divinorum
63874,0,repeated,smoked,Salvia divinorum
51862,0,3 bowls,smoked,Salvia divinorum
46999,0,1 hit,smoked,Salvia divinorum
48391,0,2 hits,smoked,Salvia divinorum
66185,0,6 leaves,sublingual,Salvia divinorum
66185,1,1 bowl,smoked,Salvia divinorum
66185,2,3 bowls,smoked,Salvia divinorum
66185,3,1 bowl,smoked,Salvia divinorum
64498,0,6 drops,sublingual,Salvia divinorum
64498,1,,smoked,Cannabis
64498,2,,smoked,Salvia divinorum
43760,0,1 hit,smoked,Salvia divinorum
43760,1,,smoked,Cannabis
60805,0,0.25 tsp,smoked,Salvia divinorum
64888,0,0.5 bowls,smoked,Salvia divinorum
63538,0,1 hit,smoked,Salvia divinorum
62571,0,6.0 g,sublingual,Salvia divinorum
62571,1,1 cig.,smoked,Salvia divinorum
63461,0,4 hits,smoked,Salvia divinorum
56819,0,2 hits,smoked,Salvia divinorum
58795,0,0.5 hits,smoked,Salvia divinorum
58795,1,0.25 bowls,smoked,Salvia divinorum
58795,2,0.5 bowls,smoked,Salvia divinorum
58795,3,0.5 bowls,smoked,Salvia divinorum
48546,0,repeated,smoked,Salvia divinorum
57495,0,,sublingual,Salvia divinorum
55296,0,0.1429 g,smoked,Salvia divinorum
27573,0,3.5 ml,oral,Salvia divinorum
58935,0,100 mg,smoked,Salvia divinorum
32687,0,2 hits,smoked,Salvia divinorum
45146,0,1 bowl,smoked,Salvia divinorum
45146,1,1 bowl,smoked,Cannabis
45146,2,1 bowl,smoked,Salvia divinorum
45146,3,1 bowl,smoked,Cannabis
31488,0,1 hit,smoked,Salvia divinorum
55483,0,1 hit,oral,LSA
55483,1,1.25 tsp,oral,Syrian Rue
55483,2,0.25 hits,sublingual,Salvia divinorum
50999,0,repeated,sublingual,Salvia divinorum
54262,0,23 g,oral,Mushrooms
54262,1,1 cig.,smoked,Salvia divinorum
54262,2,1 cig.,smoked,Salvia divinorum
54262,3,1 bowl,smoked,Salvia divinorum
54262,4,1 bowl,smoked,Salvia divinorum
34073,0,1 bowl,smoked,Salvia divinorum
36026,0,0.3333 g,smoked,Salvia divinorum
59083,0,35 mg,oral,2C-E
59083,1,250 mg,smoked,Salvia divinorum
35607,0,75 mg,smoked,Salvia divinorum
47109,0,1 cup,oral,Kava
47109,1,,smoked,Cannabis
47109,2,0.25 g,smoked,Salvia divinorum
55943,0,,,Salvia divinorum
31569,0,0.75 ml,sublingual,Salvia divinorum
31569,1,0.75 ml,sublingual,Salvia divinorum
31569,2,0.75 ml,sublingual,Salvia divinorum
32672,0,0.25 tsp,smoked,Salvia divinorum
53222,0,333 mg,smoked,Salvia divinorum
42679,0,,smoked,Salvia divinorum
28488,0,,smoked,Cannabis
28488,1,repeated,smoked,Salvia divinorum
49585,0,30 mg,smoked,DMT
49585,1,2 hits,smoked,Salvia divinorum
25506,0,12 leaves,buccal,Salvia divinorum
51512,0,1 bowl,smoked,Salvia divinorum
43595,0,18 in,oral,Cacti - T. pachanoi
43595,1,,smoked,Salvia divinorum
24086,0,3.5 leaves,smoked,Salvia divinorum
24086,1,1 leaf,smoked,Salvia divinorum
23058,0,2.5 leaves,smoked,Salvia divinorum
45735,0,3 bowls,smoked,Cannabis
45735,1,1 glass,oral,Alcohol - Beer/Wine
45735,2,0.5 bowls,smoked,Salvia divinorum
21844,0,15 mg,smoked,Salvia divinorum
20032,0,repeated,smoked,Salvia divinorum
19945,0,repeated,smoked,Salvia divinorum
18433,0,200 mg,smoked,Salvia divinorum
18993,0,6.0 g,sublingual,Salvia divinorum
19080,0,2.5 hits,smoked,Salvia divinorum
16112,0,0.5 g,smoked,Salvia divinorum
40528,0,3 hits,smoked,Salvia divinorum
17986,0,140 mg,smoked,Salvia divinorum
16590,0,2 hits,smoked,Salvia divinorum
16590,1,2 hits,smoked,Salvia divinorum
16872,0,4 bowls,smoked,Salvia divinorum
16088,0,2.0 mg,smoked,Salvia divinorum
15393,0,6 leaves,buccal,Salvia divinorum
12959,0,325 mg,smoked,Salvia divinorum
12959,1,,,Cannabis
39981,0,,oral,Alcohol
39981,1,100 mg,smoked,Salvia divinorum
40053,0,20 mg,smoked,Salvia divinorum
34053,0,,oral,Alcohol - Beer/Wine
34053,1,100 mg,smoked,Cannabis
34053,2,1 hit,smoked,Salvia divinorum
14953,0,2 hits,smoked,Salvia divinorum
14953,1,0.25 oz,sublingual,Salvia divinorum
14953,2,1 cig.,smoked,Tobacco - Cigarettes
22617,0,100 mg,smoked,Salvia divinorum
11919,0,0.75 g,smoked,Salvia divinorum
13948,0,1 bowl,smoked,Salvia divinorum
10201,0,100 mg,smoked,Salvia divinorum
10201,1,1 hit,smoked,Cannabis
8341,0,,sublingual,Salvia divinorum
8438,0,100 mg,smoked,Salvia divinorum
31726,0,150 mg,smoked,Salvia divinorum
29222,0,,smoked,Cannabis
29222,1,20 drops,oral,Salvia divinorum
29222,2,,smoked,Cannabis
29222,3,,smoked,Salvia divinorum
29222,4,,smoked,Calea zacatechichi
25660,0,1 hit,smoked,Salvia divinorum
25176,0,2 hits,smoked,Salvia divinorum
25166,0,1 bowl,smoked,Salvia divinorum
7340,0,,smoked,Cannabis
7340,1,2 hits,smoked,Salvia divinorum
22822,0,0.1 g,smoked,Salvia divinorum
22702,0,repeated,oral,Alcohol
22702,1,1 hit,smoked,Salvia divinorum
22702,2,1,smoked,Tobacco - Cigarettes
22702,3,1 shot,oral,Alcohol - Hard
22702,4,1 hit,smoked,Salvia divinorum
22702,5,2 hits,smoked,Salvia divinorum
18058,0,85 g,oral,Psychotria viridis
18058,1,7 capsls,oral,Syrian Rue
18058,2,7.5 mg,smoked,5-MeO-DMT
18058,3,0.3 bowls,smoked,Salvia divinorum
13267,0,4.0 g,oral,Syrian Rue
13267,1,25 g,oral,Psychotria viridis
13267,2,0.5 bowls,smoked,Salvia divinorum
14956,0,12 hits,smoked,Salvia divinorum
5407,0,3 hits,smoked,Salvia divinorum
4100,0,3 hits,smoked,Salvia divinorum
3642,0,50 mg,smoked,Salvia divinorum
3642,1,100 mg,smoked,Salvia divinorum
3451,0,0.375 bowls,smoked,Salvia divinorum
3134,0,2 bowls,smoked,Salvia divinorum
2679,0,1.5 hits,smoked,Salvia divinorum
1740,0,4.5 bowls,smoked,Salvia divinorum
4319,0,2 hits,smoked,Salvia divinorum
939,0,,smoked,Salvia divinorum
3425,0,1.0 ml,sublingual,Salvia divinorum
3425,1,1.0 ml,sublingual,Salvia divinorum
3425,2,1.0 ml,sublingual,Salvia divinorum
3037,0,bowls,smoked,Salvia divinorum
2167,0,25 ml,oral,2C-B
2167,1,3 hits,smoked,Salvia divinorum
2152,0,3 hits,smoked,Salvia divinorum
753,0,1.5,smoked,Salvia divinorum
104107,0,5 g,oral,Kratom
104107,1,,buccal,Salvia divinorum
78400,0,1 hit,smoked,Salvia divinorum
78400,1,1 hit,smoked,Cannabis
115130,0,.8 g,smoked,Salvia divinorum
115130,1,.1 g,smoked,Salvia divinorum
115130,2,.2 g,smoked,Cannabis
115130,3,660 mg,oral,DXM
115130,4,12.5 mg,oral,Pharms - Doxylamine
115130,5,650 mg,oral,Acetaminophen
115130,6,100 carts.,inhaled,Nitrous Oxide
115130,7,10 joints/cigs,smoked,Tobacco - Cigarettes
70580,0,2 hits,smoked,Salvia divinorum
116976,0,2 hits,smoked,Salvia divinorum
116954,0,,smoked,Salvia divinorum
116954,1,,smoked,Salvia divinorum
66210,0,1 hit,smoked,Salvia divinorum
66210,1,1 hit,smoked,Cannabis
66210,2,1 bowl,smoked,Salvia divinorum
66210,3,1 bowl,smoked,Salvia divinorum
66210,4,1 bowl,smoked,Salvia divinorum
97464,0,1 hit,smoked,Salvia divinorum
48252,0,1 bowl,smoked,Salvia divinorum
82009,0,1 hit,smoked,Salvia divinorum
82009,1,1 hit,smoked,Salvia divinorum
70332,0,1 hit,smoked,Salvia divinorum
70412,0,Repeated hits,smoked,Salvia divinorum
64761,0,.5 g,smoked,Salvia divinorum
64761,1,Pinch,smoked,Salvia divinorum
64761,2,Pinch,smoked,Salvia divinorum
64761,3,.5 g,smoked,Salvia divinorum
116185,0,1 hit,smoked,Salvia divinorum
75804,0,2-3 hits,smoked,Salvia divinorum
75720,0,2 hits,smoked,Salvia divinorum
73878,0,0.3 - 1.0 g,smoked,Salvia divinorum
109143,0,200 - 250 mg,smoked,Salvia divinorum
109143,1,,smoked,Cannabis
115085,0,2 - 3 shots,oral,Alcohol - Hard
115085,1,3 bowls,smoked,Salvia divinorum
115075,0,5 - 22.5 g,buccal,Salvia divinorum
70378,0,150 - 250 mg,smoked,Salvia divinorum
96336,0,1 bowl,smoked,Salvia divinorum
72789,0,5 ml,sublingual,Salvia divinorum
11622,0,1 cup,oral,Alcohol - Beer/Wine
11622,1,2 hits,smoked,Salvia divinorum
114591,0,,oral,Coffee
114591,1,,smoked,Cannabis
114591,2,repeated,smoked,Salvia divinorum
87364,0,1 hit,smoked,Salvia divinorum
87364,1,1 glass,oral,Absinthe
87364,2,1 hit,smoked,Salvia divinorum
87364,3,1 glass,oral,Absinthe
87364,4,3 glasses,oral,Alcohol - Beer/Wine
87364,5,1 hit,smoked,Salvia divinorum
71314,0,2 hits,smoked,Salvia divinorum
85785,0,6 - 7 bowls,,Salvia divinorum
73050,0,1 bowl,smoked,Salvia divinorum
73050,1,,oral,Alcohol - Beer/Wine
73050,2,,smoked,Tobacco - Cigarettes
114191,0,30 mg,smoked,Salvia divinorum
107879,0,1 hit,vaporized,Salvia divinorum
96055,0,3 hits,smoked,Salvia divinorum
98245,0,2 hits,smoked,Salvia divinorum
69663,0,1 hit,smoked,Salvia divinorum
113218,0,2 hits,smoked,Salvia divinorum
71957,0,6 hits,vaporized,Salvia divinorum
113217,0,100 mg,smoked,Salvia divinorum
100892,0,1 bowl,smoked,Salvia divinorum
112421,0,1 bowl,smoked,Salvia divinorum
71940,0,3 hits,smoked,Salvia divinorum
87594,0,1 bowl,smoked,Salvia divinorum
111829,0,,smoked,Salvia divinorum
111829,1,,smoked,Tobacco
102632,0,2.5 g,oral,Salvia divinorum
69665,0,,oral,Alcohol
69665,1,1 hit,smoked,Salvia divinorum
96306,0,1 hit,smoked,Salvia divinorum
111882,0,2 bowls,smoked,Salvia divinorum
111882,1,1 bowl,smoked,Salvia divinorum
88716,0,repeated,smoked,Salvia divinorum
55775,0,1 hit,smoked,Salvia divinorum
81100,0,,oral,Cacti - T. pachanoi
81100,1,2 hits,smoked,Salvia divinorum
79730,0,1 hit,vaporized,Salvia divinorum
111099,0,0.5 bowls,smoked,Salvia divinorum
63088,0,,smoked,Cannabis
63088,1,1 bowl,smoked,Salvia divinorum
92734,0,,smoked,Salvia divinorum
105817,0,,sublingual,Salvia divinorum
105817,1,,,Pharmaceuticals
88740,0,,smoked,Salvia divinorum
88740,1,,smoked,Salvia divinorum
88740,2,,buccal,Salvia divinorum
88740,3,,smoked,Salvia divinorum
102925,0,0.5 oz,oral,Salvia divinorum
108054,0,1 hit,smoked,Salvia divinorum
67518,0,4,oral,Alcohol
67518,1,,smoked,Salvia divinorum
81042,0,10 g,oral,Salvia divinorum
80825,0,1 hit,smoked,Salvia divinorum
78022,0,5 g,buccal,Salvia divinorum
84088,0,2 hits,smoked,Salvia divinorum
70770,0,,oral,Cannabis
70770,1,,smoked,Salvia divinorum
70192,0,100 mg,smoked,Salvia divinorum
89483,0,,smoked,Salvia divinorum
96415,0,150 mg,smoked,Salvia divinorum
66462,0,2 bowls,smoked,Salvia divinorum
76911,0,20 mg,oral,Pharms - Escitalopram
76911,1,1/3 bowl,smoked,Salvia divinorum
76911,2,1/4 bowl,smoked,Salvia divinorum
78998,0,3 hits,smoked,Salvia divinorum
63967,0,1 hit,smoked,Salvia divinorum
63967,1,1 hit,smoked,Salvia divinorum
64379,0,1 bowl,smoked,Salvia divinorum
64423,0,6 leaves,smoked,Salvia divinorum
64750,0,,,MDMA
64750,1,,smoked,Salvia divinorum
63687,0,3 leaves,smoked,Salvia divinorum
65227,0,1 hit,smoked,Salvia divinorum
69598,0,250 mg,smoked,Salvia divinorum
71703,0,repeated,smoked,Salvia divinorum
61918,0,,smoked,Salvia divinorum
62456,0,1.5 hits,smoked,Salvia divinorum
64147,0,1 hit,smoked,Salvia divinorum
64147,1,1 bowl,smoked,Salvia divinorum
61916,0,repeated,smoked,Cannabis
61916,1,1 bowl,smoked,Salvia divinorum
61916,2,1 capsl,oral,Melatonin
61964,0,repeated,smoked,Salvia divinorum
61964,1,,smoked,Cannabis
62526,0,,smoked,Salvia divinorum
64429,0,repeated,smoked,Salvia divinorum
64429,1,,smoked,Cannabis
62267,0,100 mg,smoked,Salvia divinorum
62219,0,2 hits,smoked,Salvia divinorum
54220,0,1/3 g,smoked,Salvia divinorum
54220,1,1/3 g,smoked,Cannabis
58821,0,1 tsp,smoked,Salvia divinorum
58600,0,,smoked,Cannabis
58600,1,1 hit,smoked,Salvia divinorum
58181,0,250 mg,smoked,Salvia divinorum
57832,0,1 hit,smoked,Salvia divinorum
58501,0,1 hit,smoked,Salvia divinorum
58318,0,1 hit,smoked,Salvia divinorum
57144,0,0.5 joints/cigs,smoked,Salvia divinorum
57144,1,3 hits,smoked,Salvia divinorum
57512,0,1 bowl,smoked,Salvia divinorum
57966,0,1 hit,smoked,Salvia divinorum
56229,0,3 hits,smoked,Salvia divinorum
66146,0,100 mg,smoked,Salvia divinorum
56212,0,2 hits,smoked,Salvia divinorum
55838,0,3 leaves,sublingual,Salvia divinorum
55914,0,0.25 g,smoked,Salvia divinorum
71904,0,0.25 g,smoked,Salvia divinorum
65400,0,repeated,smoked,Salvia divinorum
65400,1,repeated,oral,Mushrooms
65400,2,repeated,oral,Alcohol - Beer/Wine
58900,0,,oral,Anadenanthera colubrina
58900,1,1 bowl,smoked,Salvia divinorum
78989,0,1 hit,smoked,Salvia divinorum
57160,0,1 hit,smoked,Salvia divinorum
57466,0,1 bowl,smoked,Salvia divinorum
57345,0,1 bowl,smoked,Salvia divinorum
55217,0,,smoked,Salvia divinorum
56138,0,1 bowl,smoked,Salvia divinorum
56085,0,85 mg,smoked,Salvia divinorum
55996,0,2 bowls,smoked,Salvia divinorum
77007,0,,buccal,Salvia divinorum
77007,1,,buccal,Salvia divinorum
55265,0,2 hits,smoked,Salvia divinorum
55181,0,3 leaves,smoked,Salvia divinorum
54341,0,1 hit,smoked,Salvia divinorum
53796,0,1 hit,smoked,Salvia divinorum
53796,1,1 hit,smoked,Salvia divinorum
53816,0,1 hit,smoked,Salvia divinorum
53503,0,2 hits,smoked,Salvia divinorum
53503,1,1 hit,smoked,Salvia divinorum
53484,0,,smoked,Cannabis
53484,1,1 bowl,smoked,Salvia divinorum
53433,0,1 bowl,smoked,Salvia divinorum
52904,0,repeated,smoked,Cannabis
52904,1,4 glasses,oral,Alcohol - Beer/Wine
52904,2,1 bowl,smoked,Cannabis
52904,3,,smoked,Salvia divinorum
52671,0,,smoked,Salvia divinorum
52513,0,2 hits,smoked,Salvia divinorum
51013,0,100 mg,smoked,Salvia divinorum
51013,1,100 mg,smoked,Salvia divinorum
51013,2,100 mg,smoked,Salvia divinorum
51013,3,100 mg,smoked,Salvia divinorum
43964,0,1 hit,smoked,Salvia divinorum
43949,0,165 mg,smoked,Salvia divinorum
42985,0,repeated,smoked,Salvia divinorum
68187,0,2 bowls,smoked,Salvia divinorum
42859,0,165 mg,smoked,Salvia divinorum
42344,0,500 mg,smoked,Salvia divinorum
42261,0,200 mg,smoked,Salvia divinorum
63547,0,3 hits,smoked,Salvia divinorum
60777,0,3 hits,smoked,Salvia divinorum
60777,1,2 hits,smoked,Salvia divinorum
51966,0,1 bowl,smoked,Salvia divinorum
50903,0,,oral,Alcohol
50903,1,1 hit,smoked,Salvia divinorum
41321,0,,sublingual,Salvia divinorum
41321,1,1 leaf,smoked,Salvia divinorum
41282,0,1 hit,smoked,Salvia divinorum
51891,0,200 mg,oral,Pharms - Sertraline
51891,1,1 bowl,smoked,Salvia divinorum
56674,0,2 bowls,smoked,Salvia divinorum
49984,0,1 hit,smoked,Salvia divinorum
39131,0,45 mg,smoked,Salvia divinorum
63029,0,14 g,oral,Cacti - T. peruvianus
63029,1,3 bowls,smoked,Salvia divinorum
37632,0,2 hits,smoked,Salvia divinorum
38123,0,1.5 ml,sublingual,Salvia divinorum
38123,1,1.5 ml,sublingual,Salvia divinorum
38123,2,1.5 ml,sublingual,Salvia divinorum
38567,0,4 bowls,smoked,Salvia divinorum
38546,0,3 hits,smoked,Salvia divinorum
48975,0,1 bowl,smoked,Salvia divinorum
48032,0,2 hits,smoked,Salvia divinorum
48032,1,1 hit,smoked,Salvia divinorum
48203,0,repeated,smoked,Salvia divinorum
63968,0,5.0 ml,sublingual,Salvia divinorum
63968,1,150 mg,smoked,Salvia divinorum
53502,0,2 hits,smoked,Salvia divinorum
63900,0,4 hits,smoked,Salvia divinorum
61015,0,1 hit,smoked,Salvia divinorum
65501,0,1 hit,smoked,Salvia divinorum
65501,1,1 hit,smoked,Salvia divinorum
48448,0,2.2 g,smoked,Salvia divinorum
47029,0,1 hit,smoked,Salvia divinorum
54040,0,1 hit,smoked,Salvia divinorum
48131,0,1 bowl,smoked,Salvia divinorum
36088,0,2 bowls,smoked,Salvia divinorum
53309,0,1 bowl,smoked,Salvia divinorum
35995,0,50 mg,smoked,Salvia divinorum
47015,0,1 hit,smoked,Salvia divinorum
41719,0,1 hit,smoked,Salvia divinorum
46486,0,3.5 g,smoked,Salvia divinorum
46486,1,0.5 g,smoked,Tobacco
63469,0,2 drops,sublingual,Salvia divinorum
63469,1,200 mg,smoked,Salvia divinorum
45921,0,1 bowl,smoked,Salvia divinorum
45653,0,2 hits,smoked,Salvia divinorum
45641,0,0.5 g,smoked,Salvia divinorum
45700,0,1 hit,smoked,Salvia divinorum
57500,0,1 hit,smoked,Salvia divinorum
33177,0,2 hits,smoked,Salvia divinorum
33177,1,2 hits,smoked,Salvia divinorum
32470,0,1 bowl,smoked,Salvia divinorum
58061,0,150 mg,smoked,Salvia divinorum
35078,0,2 hits,smoked,Salvia divinorum
